term	name
GO:0001823	mesonephros development
GO:0010894	negative regulation of steroid biosynthetic process
GO:0072131	kidney mesenchyme morphogenesis
GO:1905330	regulation of morphogenesis of an epithelium
GO:0060538	skeletal muscle organ development
GO:0009746	response to hexose
GO:0010660	regulation of muscle cell apoptotic process
GO:1904705	regulation of vascular associated smooth muscle cell proliferation
GO:2000243	positive regulation of reproductive process
GO:0034639	L-amino acid efflux transmembrane transporter activity
GO:0021588	cerebellum formation
GO:0034672	anterior/posterior pattern specification involved in pronephros development
GO:0035775	pronephric glomerulus morphogenesis
GO:0060118	vestibular receptor cell development
GO:0072079	nephron tubule formation
GO:0072171	mesonephric tubule morphogenesis
GO:0072176	nephric duct development
GO:0072202	cell differentiation involved in metanephros development
GO:1900212	negative regulation of mesenchymal cell apoptotic process involved in metanephros development
GO:1905332	positive regulation of morphogenesis of an epithelium
GO:2000696	regulation of epithelial cell differentiation involved in kidney development
GO:0022622	root system development
GO:0003829	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity
GO:0008948	oxaloacetate decarboxylase activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0034545	fumarylpyruvate hydrolase activity
GO:0000930	gamma-tubulin complex
GO:0060468	prevention of polyspermy
GO:2000360	negative regulation of binding of sperm to zona pellucida
GO:0070001	aspartic-type peptidase activity
GO:0070002	glutamic-type peptidase activity
GO:0009739	response to gibberellin
GO:0010345	suberin biosynthetic process
GO:0034375	high-density lipoprotein particle remodeling
GO:2000032	regulation of secondary shoot formation
GO:0048225	suberin network
GO:0048226	Casparian strip
GO:0043048	dolichyl monophosphate biosynthetic process
GO:0004168	dolichol kinase activity
GO:0006489	dolichyl diphosphate biosynthetic process
GO:0090387	phagolysosome assembly involved in apoptotic cell clearance
GO:0035596	methylthiotransferase activity
GO:0035600	tRNA methylthiolation
GO:1990145	maintenance of translational fidelity
GO:1990798	pancreas regeneration
GO:0035598	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase activity
GO:0033130	acetylcholine receptor binding
GO:0007117	budding cell bud growth
GO:0032186	cellular bud neck septin ring organization
GO:0032889	regulation of vacuole fusion, non-autophagic
GO:0060237	regulation of fungal-type cell wall organization
GO:0090334	regulation of cell wall (1->3)-beta-D-glucan biosynthetic process
GO:1903395	regulation of secondary cell septum biogenesis
GO:1903501	positive regulation of mitotic actomyosin contractile ring assembly
GO:0000148	1,3-beta-D-glucan synthase complex
GO:0042404	thyroid hormone catabolic process
GO:0097474	retinal cone cell apoptotic process
GO:0033798	thyroxine 5-deiodinase activity
GO:0010620	negative regulation of transcription by transcription factor catabolism
GO:0043414	macromolecule methylation
GO:0031547	brain-derived neurotrophic factor receptor signaling pathway
GO:0038180	nerve growth factor signaling pathway
GO:2000670	positive regulation of dendritic cell apoptotic process
GO:2001214	positive regulation of vasculogenesis
GO:0044320	cellular response to leptin stimulus
GO:0061621	canonical glycolysis
GO:0019158	mannokinase activity
GO:1900075	positive regulation of neuromuscular synaptic transmission
GO:1901031	regulation of response to reactive oxygen species
GO:0035099	hemocyte migration
GO:0035147	branch fusion, open tracheal system
GO:0045185	maintenance of protein location
GO:0051601	exocyst localization
GO:0034111	negative regulation of homotypic cell-cell adhesion
GO:0060502	epithelial cell proliferation involved in lung morphogenesis
GO:2001171	positive regulation of ATP biosynthetic process
GO:0043921	modulation by host of viral transcription
GO:0033819	lipoyl(octanoyl) transferase activity
GO:2000376	positive regulation of oxygen metabolic process
GO:0042868	antisense RNA metabolic process
GO:0005848	mRNA cleavage stimulating factor complex
GO:0030447	filamentous growth
GO:0071496	cellular response to external stimulus
GO:0000212	meiotic spindle organization
GO:0007284	spermatogonial cell division
GO:0010626	negative regulation of Schwann cell proliferation
GO:0014040	positive regulation of Schwann cell differentiation
GO:0045069	regulation of viral genome replication
GO:0070173	regulation of enamel mineralization
GO:0071335	hair follicle cell proliferation
GO:0043184	vascular endothelial growth factor receptor 2 binding
GO:0009624	response to nematode
GO:0009804	coumarin metabolic process
GO:0019341	dibenzo-p-dioxin catabolic process
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016711	flavonoid 3'-monooxygenase activity
GO:0004615	phosphomannomutase activity
GO:0031223	auditory behavior
GO:0043490	malate-aspartate shuttle
GO:0002705	positive regulation of leukocyte mediated immunity
GO:0006963	positive regulation of antibacterial peptide biosynthetic process
GO:0030409	glutamate formimidoyltransferase activity
GO:0030412	formimidoyltetrahydrofolate cyclodeaminase activity
GO:0030868	smooth endoplasmic reticulum membrane
GO:0070672	response to interleukin-15
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process
GO:0090433	palmitoyl-CoA ligase activity
GO:0030167	proteoglycan catabolic process
GO:1901509	regulation of endothelial tube morphogenesis
GO:1902203	negative regulation of hepatocyte growth factor receptor signaling pathway
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus
GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus
GO:0090230	regulation of centromere complex assembly
GO:1902340	negative regulation of chromosome condensation
GO:0034594	phosphatidylinositol trisphosphate phosphatase activity
GO:0106019	phosphatidylinositol-4,5-bisphosphate phosphatase activity
GO:0021501	prechordal plate formation
GO:0021571	rhombomere 5 development
GO:0021572	rhombomere 6 development
GO:0021599	abducens nerve formation
GO:0021742	abducens nucleus development
GO:0039021	pronephric glomerulus development
GO:0045647	negative regulation of erythrocyte differentiation
GO:0047057	vitamin-K-epoxide reductase (warfarin-sensitive) activity
GO:0017187	peptidyl-glutamic acid carboxylation
GO:0050820	positive regulation of coagulation
GO:0047058	vitamin-K-epoxide reductase (warfarin-insensitive) activity
GO:0003266	regulation of secondary heart field cardioblast proliferation
GO:0021557	oculomotor nerve development
GO:0021558	trochlear nerve development
GO:0048635	negative regulation of muscle organ development
GO:0060675	ureteric bud morphogenesis
GO:0061106	negative regulation of stomach neuroendocrine cell differentiation
GO:0072049	comma-shaped body morphogenesis
GO:0072050	S-shaped body morphogenesis
GO:0072141	renal interstitial fibroblast development
GO:0072282	metanephric nephron tubule morphogenesis
GO:0090281	negative regulation of calcium ion import
GO:1905934	negative regulation of cell fate determination
GO:2000227	negative regulation of pancreatic A cell differentiation
GO:0022898	regulation of transmembrane transporter activity
GO:0070561	vitamin D receptor signaling pathway
GO:0070545	PeBoW complex
GO:0001922	B-1 B cell homeostasis
GO:0002333	transitional one stage B cell differentiation
GO:0050798	activated T cell proliferation
GO:0038191	neuropilin binding
GO:0043412	macromolecule modification
GO:0035542	regulation of SNARE complex assembly
GO:0046464	acylglycerol catabolic process
GO:0009845	seed germination
GO:1904975	response to bleomycin
GO:2000685	positive regulation of cellular response to X-ray
GO:0006907	pinocytosis
GO:0010030	positive regulation of seed germination
GO:0097209	epidermal lamellar body
GO:1904672	regulation of somatic stem cell population maintenance
GO:0007039	protein catabolic process in the vacuole
GO:0006023	aminoglycan biosynthetic process
GO:0009916	alternative oxidase activity
GO:0010230	alternative respiration
GO:0070727	cellular macromolecule localization
GO:0004567	beta-mannosidase activity
GO:0002939	tRNA N1-guanine methylation
GO:0070901	mitochondrial tRNA methylation
GO:0052906	tRNA (guanine(37)-N1)-methyltransferase activity
GO:0016929	deSUMOylase activity
GO:0045229	external encapsulating structure organization
GO:0035510	DNA dealkylation
GO:0008391	arachidonate monooxygenase activity
GO:0070493	thrombin-activated receptor signaling pathway
GO:0019135	deoxyhypusine monooxygenase activity
GO:0050361	tryptophan 2-monooxygenase activity
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0099509	regulation of presynaptic cytosolic calcium ion concentration
GO:0008427	calcium-dependent protein kinase inhibitor activity
GO:2000302	positive regulation of synaptic vesicle exocytosis
GO:0008510	sodium:bicarbonate symporter activity
GO:0097441	basal dendrite
GO:0097457	hippocampal mossy fiber
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0002209	behavioral defense response
GO:0010742	macrophage derived foam cell differentiation
GO:0036268	swimming
GO:0048525	negative regulation of viral process
GO:0060355	positive regulation of cell adhesion molecule production
GO:0061921	peptidyl-lysine propionylation
GO:0140066	peptidyl-lysine crotonylation
GO:0140067	peptidyl-lysine butyrylation
GO:1905636	positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding
GO:0001093	TFIIB-class transcription factor binding
GO:0042975	peroxisome proliferator activated receptor binding
GO:0061920	protein propionyltransferase activity
GO:0120301	histone lactyltransferase (CoA-dependent) activity
GO:0140069	histone butyryltransferase activity
GO:0071601	sphere organelle
GO:0003353	positive regulation of cilium movement
GO:0015144	carbohydrate transmembrane transporter activity
GO:0032596	protein transport into membrane raft
GO:0050913	sensory perception of bitter taste
GO:0031883	taste receptor binding
GO:0004654	polyribonucleotide nucleotidyltransferase activity
GO:0000958	mitochondrial mRNA catabolic process
GO:0000962	positive regulation of mitochondrial RNA catabolic process
GO:0000964	mitochondrial RNA 5'-end processing
GO:0035928	rRNA import into mitochondrion
GO:0097222	mitochondrial mRNA polyadenylation
GO:0045025	mitochondrial degradosome
GO:0140569	extraction of mislocalized protein from ER membrane
GO:0140567	membrane protein dislocase activity
GO:0001042	RNA polymerase I core binding
GO:0000747	conjugation with cellular fusion
GO:0031124	mRNA 3'-end processing
GO:0051736	ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
GO:0000214	tRNA-intron endonuclease complex
GO:0007469	antennal development
GO:2000152	regulation of ubiquitin-specific protease activity
GO:0035800	deubiquitinase activator activity
GO:0035517	PR-DUB complex
GO:0007341	penetration of zona pellucida
GO:0030203	glycosaminoglycan metabolic process
GO:0043615	astrocyte cell migration
GO:0002542	Factor XII activation
GO:2000118	regulation of sodium-dependent phosphate transport
GO:0016524	latrotoxin receptor activity
GO:0051989	coproporphyrinogen dehydrogenase activity
GO:0003218	cardiac left ventricle formation
GO:0061026	cardiac muscle tissue regeneration
GO:1990401	embryonic lung development
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0004750	D-ribulose-phosphate 3-epimerase activity
GO:0002283	neutrophil activation involved in immune response
GO:0032374	regulation of cholesterol transport
GO:0032911	negative regulation of transforming growth factor beta1 production
GO:0060456	positive regulation of digestive system process
GO:0061096	negative regulation of turning behavior involved in mating
GO:0090326	positive regulation of locomotion involved in locomotory behavior
GO:0090474	arg-arg specific dibasic protein processing
GO:1904014	response to serotonin
GO:1904810	negative regulation of dense core granule transport
GO:1905850	positive regulation of forward locomotion
GO:1905852	positive regulation of backward locomotion
GO:1905954	positive regulation of lipid localization
GO:0012510	trans-Golgi network transport vesicle membrane
GO:0042464	dosage compensation by hypoactivation of X chromosome
GO:0034499	late endosome to Golgi transport
GO:0021538	epithalamus development
GO:0021982	pineal gland development
GO:0030540	female genitalia development
GO:0042671	retinal cone cell fate determination
GO:0043704	photoreceptor cell fate specification
GO:0046884	follicle-stimulating hormone secretion
GO:0048318	axial mesoderm development
GO:0048332	mesoderm morphogenesis
GO:0072068	late distal convoluted tubule development
GO:0002165	instar larval or pupal development
GO:0030244	cellulose biosynthetic process
GO:0035128	post-embryonic forelimb morphogenesis
GO:0005722	beta-heterochromatin
GO:0070562	regulation of vitamin D receptor signaling pathway
GO:0034056	estrogen response element binding
GO:0048526	imaginal disc-derived wing expansion
GO:0060232	delamination
GO:1990907	beta-catenin-TCF complex
GO:0050337	thiosulfate-thiol sulfurtransferase activity
GO:0047757	chondroitin-glucuronate 5-epimerase activity
GO:0003415	chondrocyte hypertrophy
GO:0032780	negative regulation of ATP-dependent activity
GO:0043379	memory T cell differentiation
GO:0007307	eggshell chorion gene amplification
GO:0140718	facultative heterochromatin formation
GO:0033186	CAF-1 complex
GO:0007414	axonal defasciculation
GO:0021615	glossopharyngeal nerve morphogenesis
GO:0021784	postganglionic parasympathetic fiber development
GO:0021793	chemorepulsion of branchiomotor axon
GO:0050923	regulation of negative chemotaxis
GO:0002635	negative regulation of germinal center formation
GO:0061470	T follicular helper cell differentiation
GO:1900151	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:2000320	negative regulation of T-helper 17 cell differentiation
GO:1905762	CCR4-NOT complex binding
GO:0046947	hydroxylysine biosynthetic process
GO:0008475	procollagen-lysine 5-dioxygenase activity
GO:0033823	procollagen glucosyltransferase activity
GO:0050211	procollagen galactosyltransferase activity
GO:0016532	superoxide dismutase copper chaperone activity
GO:1903790	guanine nucleotide transmembrane transport
GO:0036032	neural crest cell delamination
GO:0099515	actin filament-based transport
GO:0098791	Golgi apparatus subcompartment
GO:0008160	protein tyrosine phosphatase activator activity
GO:0061386	closure of optic fissure
GO:2001045	negative regulation of integrin-mediated signaling pathway
GO:0010965	regulation of mitotic sister chromatid separation
GO:0033045	regulation of sister chromatid segregation
GO:2000380	regulation of mesoderm development
GO:0045027	DNA end binding
GO:0004632	phosphopantothenate--cysteine ligase activity
GO:0032485	regulation of Ral protein signal transduction
GO:0099625	ventricular cardiac muscle cell membrane repolarization
GO:0097359	UDP-glucosylation
GO:0001519	peptide amidation
GO:0062112	fatty acid primary amide biosynthetic process
GO:0004504	peptidylglycine monooxygenase activity
GO:0000730	DNA recombinase assembly
GO:0042148	DNA strand invasion
GO:0072544	L-DOPA binding
GO:0072545	L-tyrosine binding
GO:0015739	sialic acid transport
GO:0015136	sialic acid transmembrane transporter activity
GO:0072558	NLRP1 inflammasome complex
GO:0004306	ethanolamine-phosphate cytidylyltransferase activity
GO:0060855	venous endothelial cell migration involved in lymph vessel development
GO:0047865	dimethylglycine dehydrogenase activity
GO:0009231	riboflavin biosynthetic process
GO:0032019	mitochondrial cloud
GO:0001798	positive regulation of type IIa hypersensitivity
GO:0097278	complement-dependent cytotoxicity
GO:0032303	regulation of icosanoid secretion
GO:0042377	vitamin K catabolic process
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0120250	fatty acid omega-hydroxylase activity
GO:0110043	positive regulation of nematode pharynx morphogenesis
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
GO:0042644	chloroplast nucleoid
GO:0034979	NAD-dependent protein lysine deacetylase activity
GO:0048571	long-day photoperiodism
GO:0005351	carbohydrate:proton symporter activity
GO:0015538	sialic acid:proton symporter activity
GO:0000305	response to oxygen radical
GO:0000271	polysaccharide biosynthetic process
GO:1902564	negative regulation of neutrophil activation
GO:0019862	IgA binding
GO:0005343	organic acid:sodium symporter activity
GO:0014889	muscle atrophy
GO:0008503	benzodiazepine receptor activity
GO:0000923	equatorial microtubule organizing center
GO:0008275	gamma-tubulin small complex
GO:0016202	regulation of striated muscle tissue development
GO:0046546	development of primary male sexual characteristics
GO:0070252	actin-mediated cell contraction
GO:0071963	establishment or maintenance of cell polarity regulating cell shape
GO:0002191	cap-dependent translational initiation
GO:1902416	positive regulation of mRNA binding
GO:0098808	mRNA cap binding
GO:0050691	regulation of defense response to virus by host
GO:1903608	protein localization to cytoplasmic stress granule
GO:2000765	regulation of cytoplasmic translation
GO:0001069	regulatory region RNA binding
GO:0033679	3'-5' DNA/RNA helicase activity
GO:0035197	siRNA binding
GO:0097165	nuclear stress granule
GO:1903147	negative regulation of autophagy of mitochondrion
GO:0097205	renal filtration
GO:0009909	regulation of flower development
GO:0010082	regulation of root meristem growth
GO:0010338	leaf formation
GO:0010358	leaf shaping
GO:0048440	carpel development
GO:0048443	stamen development
GO:0048453	sepal formation
GO:0015081	sodium ion transmembrane transporter activity
GO:0006559	L-phenylalanine catabolic process
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0042427	serotonin biosynthetic process
GO:0004510	tryptophan 5-monooxygenase activity
GO:0006540	gamma-aminobutyrate shunt
GO:0048825	cotyledon development
GO:0045131	pre-mRNA branch point binding
GO:0030575	nuclear body organization
GO:1904985	negative regulation of quinolinate biosynthetic process
GO:1905004	picolinic acid biosynthetic process
GO:1905012	regulation of 'de novo' NAD biosynthetic process from L-tryptophan
GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer
GO:0006101	citrate metabolic process
GO:0004108	citrate (Si)-synthase activity
GO:0008200	ion channel inhibitor activity
GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
GO:0030292	protein tyrosine kinase inhibitor activity
GO:0051434	BH3 domain binding
GO:1990630	IRE1-RACK1-PP2A complex
GO:0018996	molting cycle, collagen and cuticulin-based cuticle
GO:0005034	osmosensor activity
GO:0071765	nuclear inner membrane organization
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding
GO:0036501	UFD1-NPL4 complex
GO:0016119	carotene metabolic process
GO:0120152	calcium-dependent outer dynein arm binding
GO:0140659	cytoskeletal motor regulator activity
GO:0034763	negative regulation of transmembrane transport
GO:0031161	phosphatidylinositol catabolic process
GO:0035722	interleukin-12-mediated signaling pathway
GO:0035723	interleukin-15-mediated signaling pathway
GO:0060466	activation of meiosis involved in egg activation
GO:0080154	regulation of fertilization
GO:0099178	regulation of retrograde trans-synaptic signaling by endocanabinoid
GO:1902618	cellular response to fluoride
GO:1904117	cellular response to vasopressin
GO:1905631	cellular response to glyceraldehyde
GO:2000438	negative regulation of monocyte extravasation
GO:0010952	positive regulation of peptidase activity
GO:0046476	glycosylceramide biosynthetic process
GO:0034465	response to carbon monoxide
GO:0006627	protein processing involved in protein targeting to mitochondrion
GO:0042720	mitochondrial inner membrane peptidase complex
GO:0061300	cerebellum vasculature development
GO:0042339	keratan sulfate proteoglycan metabolic process
GO:0045130	keratan sulfotransferase activity
GO:0045061	thymic T cell selection
GO:0003878	ATP citrate synthase activity
GO:0050545	sulfopyruvate decarboxylase activity
GO:0098801	regulation of renal system process
GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
GO:1990108	protein linear deubiquitination
GO:0003994	aconitate hydratase activity
GO:0051538	3 iron, 4 sulfur cluster binding
GO:0005787	signal peptidase complex
GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis
GO:0035112	genitalia morphogenesis
GO:0036023	embryonic skeletal limb joint morphogenesis
GO:0036520	astrocyte-dopaminergic neuron signaling
GO:0048643	positive regulation of skeletal muscle tissue development
GO:0051884	regulation of timing of anagen
GO:0060479	lung cell differentiation
GO:0060742	epithelial cell differentiation involved in prostate gland development
GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development
GO:0060983	epicardium-derived cardiac vascular smooth muscle cell differentiation
GO:0061047	positive regulation of branching involved in lung morphogenesis
GO:0061198	fungiform papilla formation
GO:0072033	renal vesicle formation
GO:0072132	mesenchyme morphogenesis
GO:0072182	regulation of nephron tubule epithelial cell differentiation
GO:2000017	positive regulation of determination of dorsal identity
GO:0005916	fascia adherens
GO:0016600	flotillin complex
GO:1990711	beta-catenin-ICAT complex
GO:0045299	otolith mineralization
GO:0051599	response to hydrostatic pressure
GO:0098736	negative regulation of the force of heart contraction
GO:0140199	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process
GO:1900082	negative regulation of arginine catabolic process
GO:1903249	negative regulation of citrulline biosynthetic process
GO:0030899	calcium-dependent ATPase activity
GO:0036487	nitric-oxide synthase inhibitor activity
GO:1905059	P-type calcium transporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration
GO:0032591	dendritic spine membrane
GO:0003696	satellite DNA binding
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
GO:1902524	positive regulation of protein K48-linked ubiquitination
GO:0018345	protein palmitoylation
GO:0003150	muscular septum morphogenesis
GO:0007199	G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger
GO:1905373	ceramide phosphoethanolamine biosynthetic process
GO:2000303	regulation of ceramide biosynthetic process
GO:0002950	ceramide phosphoethanolamine synthase activity
GO:0003163	sinoatrial node development
GO:0086059	voltage-gated calcium channel activity involved SA node cell action potential
GO:0070340	detection of bacterial lipopeptide
GO:0071725	response to triacyl bacterial lipopeptide
GO:0098802	plasma membrane signaling receptor complex
GO:0008020	G protein-coupled photoreceptor activity
GO:0030846	termination of RNA polymerase II transcription, poly(A)-coupled
GO:0033620	Mei2 nuclear dot complex
GO:0048099	anterior/posterior lineage restriction, imaginal disc
GO:0008216	spermidine metabolic process
GO:0002537	nitric oxide production involved in inflammatory response
GO:0035635	entry of bacterium into host cell
GO:2000583	regulation of platelet-derived growth factor receptor-alpha signaling pathway
GO:0047105	4-trimethylammoniobutyraldehyde dehydrogenase activity
GO:0051349	positive regulation of lyase activity
GO:0000294	nuclear-transcribed mRNA catabolic process, RNase MRP-dependent
GO:0044770	cell cycle phase transition
GO:2000624	positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0044530	supraspliceosomal complex
GO:0070130	negative regulation of mitochondrial translation
GO:0021519	spinal cord association neuron specification
GO:0039022	pronephric duct development
GO:0048892	lateral line nerve development
GO:0048899	anterior lateral line development
GO:0048920	posterior lateral line neuromast primordium migration
GO:0060035	notochord cell development
GO:0061195	taste bud formation
GO:0070086	ubiquitin-dependent endocytosis
GO:0004607	phosphatidylcholine-sterol O-acyltransferase activity
GO:0080147	root hair cell development
GO:0006701	progesterone biosynthetic process
GO:0032385	positive regulation of intracellular cholesterol transport
GO:0071071	regulation of phospholipid biosynthetic process
GO:1901373	lipid hydroperoxide transport
GO:0050632	propionyl-CoA C2-trimethyltridecanoyltransferase activity
GO:0070538	oleic acid binding
GO:1904121	phosphatidylethanolamine transfer activity
GO:1901810	beta-carotene metabolic process
GO:0003834	beta-carotene 15,15'-dioxygenase activity
GO:1903926	cellular response to bisphenol A
GO:0106363	protein-cysteine methyltransferase activity
GO:0051684	maintenance of Golgi location
GO:0099093	calcium export from the mitochondrion
GO:0035666	TRIF-dependent toll-like receptor signaling pathway
GO:0019532	oxalate transport
GO:0034766	negative regulation of monoatomic ion transmembrane transport
GO:0015499	formate transmembrane transporter activity
GO:0120249	lateral wall of outer hair cell
GO:0032156	septin cytoskeleton
GO:0016559	peroxisome fission
GO:0033897	ribonuclease T2 activity
GO:1905247	positive regulation of aspartic-type peptidase activity
GO:1905673	positive regulation of lysosome organization
GO:0099606	microtubule plus-end directed mitotic chromosome migration
GO:0000828	inositol hexakisphosphate kinase activity
GO:0014072	response to isoquinoline alkaloid
GO:0033231	carbohydrate export
GO:0043207	response to external biotic stimulus
GO:0043215	daunorubicin transport
GO:0060856	establishment of blood-brain barrier
GO:0061092	positive regulation of phospholipid translocation
GO:1901557	response to fenofibrate
GO:1902396	protein localization to bicellular tight junction
GO:1903413	cellular response to bile acid
GO:1904478	regulation of intestinal absorption
GO:1990963	establishment of blood-retinal barrier
GO:2001025	positive regulation of response to drug
GO:0001410	chlamydospore formation
GO:0010106	cellular response to iron ion starvation
GO:0071469	cellular response to alkaline pH
GO:1900439	positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
GO:0042770	signal transduction in response to DNA damage
GO:0043067	regulation of programmed cell death
GO:0033592	RNA strand annealing activity
GO:1990812	growth cone filopodium
GO:0015370	solute:sodium symporter activity
GO:1904630	cellular response to diterpene
GO:1904632	cellular response to glucoside
GO:0008373	sialyltransferase activity
GO:0070791	cleistothecium development
GO:0004481	methylene-fatty-acyl-phospholipid synthase activity
GO:0050867	positive regulation of cell activation
GO:0070665	positive regulation of leukocyte proliferation
GO:0003261	cardiac muscle progenitor cell migration to the midline involved in heart field formation
GO:0003317	cardioblast cell midline fusion
GO:1904404	response to formaldehyde
GO:0006562	proline catabolic process
GO:0004657	proline dehydrogenase activity
GO:0006560	proline metabolic process
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0071671	regulation of smooth muscle cell chemotaxis
GO:0071677	positive regulation of mononuclear cell migration
GO:0004321	fatty-acyl-CoA synthase activity
GO:0007339	binding of sperm to zona pellucida
GO:0030263	apoptotic chromosome condensation
GO:0045657	positive regulation of monocyte differentiation
GO:0045143	homologous chromosome segregation
GO:0070194	synaptonemal complex disassembly
GO:0042275	error-free postreplication DNA repair
GO:0031372	UBC13-MMS2 complex
GO:0035565	regulation of pronephros size
GO:0039003	pronephric field specification
GO:0006227	dUDP biosynthetic process
GO:0006240	dCDP biosynthetic process
GO:0018963	phthalate metabolic process
GO:0046705	CDP biosynthetic process
GO:0036430	CMP kinase activity
GO:0045843	negative regulation of striated muscle tissue development
GO:1902437	positive regulation of male mating behavior
GO:0047389	glycerophosphocholine phosphodiesterase activity
GO:0047395	glycerophosphoinositol glycerophosphodiesterase activity
GO:0009178	pyrimidine deoxyribonucleoside monophosphate catabolic process
GO:0009223	pyrimidine deoxyribonucleotide catabolic process
GO:0030366	molybdopterin synthase activity
GO:0032324	molybdopterin cofactor biosynthetic process
GO:0006933	negative regulation of cell adhesion involved in substrate-bound cell migration
GO:0002155	regulation of thyroid hormone receptor signaling pathway
GO:0002353	plasma kallikrein-kinin cascade
GO:0031117	positive regulation of microtubule depolymerization
GO:0043203	axon hillock
GO:1901890	positive regulation of cell junction assembly
GO:0030906	retromer, cargo-selective complex
GO:0071869	response to catecholamine
GO:0032202	telomere assembly
GO:0060383	positive regulation of DNA strand elongation
GO:0070200	establishment of protein localization to telomere
GO:0070187	shelterin complex
GO:0007522	visceral muscle development
GO:0048645	animal organ formation
GO:0070649	formin-nucleated actin cable assembly
GO:0043401	steroid hormone receptor signaling pathway
GO:0003707	nuclear steroid receptor activity
GO:0070309	lens fiber cell morphogenesis
GO:0099111	microtubule-based transport
GO:0009104	lipopolysaccharide catabolic process
GO:0019202	amino acid kinase activity
GO:0036510	trimming of terminal mannose on C branch
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol
GO:0071478	cellular response to radiation
GO:0032404	mismatch repair complex binding
GO:0045898	regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0080049	L-gulono-1,4-lactone dehydrogenase activity
GO:0005618	cell wall
GO:0003366	cell-matrix adhesion involved in ameboidal cell migration
GO:0045123	cellular extravasation
GO:0072678	T cell migration
GO:0042264	peptidyl-aspartic acid hydroxylation
GO:1901343	negative regulation of vasculature development
GO:0036139	peptidyl-histidine dioxygenase activity
GO:0036140	[protein]-asparagine 3-dioxygenase activity
GO:0016064	immunoglobulin mediated immune response
GO:0045576	mast cell activation
GO:1900119	positive regulation of execution phase of apoptosis
GO:0009646	response to absence of light
GO:0048574	long-day photoperiodism, flowering
GO:0050935	iridophore differentiation
GO:1901858	regulation of mitochondrial DNA metabolic process
GO:0070858	negative regulation of bile acid biosynthetic process
GO:0005588	collagen type V trimer
GO:0006702	androgen biosynthetic process
GO:0010034	response to acetate
GO:0071586	CAAX-box protein processing
GO:0006925	inflammatory cell apoptotic process
GO:0030327	prenylated protein catabolic process
GO:0044029	positive regulation of gene expression via chromosomal CpG island demethylation
GO:0070302	regulation of stress-activated protein kinase signaling cascade
GO:1903463	regulation of mitotic cell cycle DNA replication
GO:1903799	negative regulation of miRNA processing
GO:1990036	calcium ion import into sarcoplasmic reticulum
GO:2000730	regulation of termination of RNA polymerase I transcription
GO:0004152	dihydroorotate dehydrogenase activity
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity
GO:0031701	angiotensin receptor binding
GO:0016215	acyl-CoA desaturase activity
GO:1903892	negative regulation of ATF6-mediated unfolded protein response
GO:0017014	protein nitrosylation
GO:0050999	regulation of nitric-oxide synthase activity
GO:0016403	dimethylargininase activity
GO:0015016	heparan sulfate N-sulfotransferase activity
GO:0019213	deacetylase activity
GO:0006198	cAMP catabolic process
GO:0032754	positive regulation of interleukin-5 production
GO:1901898	negative regulation of relaxation of cardiac muscle
GO:0004776	succinate-CoA ligase (GDP-forming) activity
