gene	GO
LOC111343698	
LOC111343699	GO:0001775,GO:0001776,GO:0001817,GO:0001819,GO:0001910,GO:0001912,GO:0001914,GO:0001916,GO:0001959,GO:0001961,GO:0002020,GO:0002218,GO:0002221,GO:0002224,GO:0002252,GO:0002253,GO:0002260,GO:0002376,GO:0002520,GO:0002521,GO:0002682,GO:0002683,GO:0002684,GO:0002685,GO:0002687,GO:0002691,GO:0002693,GO:0002694,GO:0002696,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002756,GO:0002757,GO:0002758,GO:0002761,GO:0002763,GO:0002764,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003674,GO:0005102,GO:0005123,GO:0005126,GO:0005164,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006508,GO:0006807,GO:0006915,GO:0006919,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007507,GO:0008150,GO:0008152,GO:0008219,GO:0008284,GO:0008625,GO:0009410,GO:0009605,GO:0009607,GO:0009612,GO:0009615,GO:0009628,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0010939,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0014070,GO:0014072,GO:0014706,GO:0016020,GO:0016043,GO:0016485,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0019904,GO:0022407,GO:0022409,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030097,GO:0030098,GO:0030154,GO:0030155,GO:0030162,GO:0030217,GO:0030334,GO:0030335,GO:0031264,GO:0031265,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031341,GO:0031343,GO:0031347,GO:0031349,GO:0031638,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032649,GO:0032677,GO:0032680,GO:0032729,GO:0032757,GO:0032760,GO:0032813,GO:0032879,GO:0032944,GO:0032946,GO:0032991,GO:0033077,GO:0033612,GO:0034138,GO:0035666,GO:0035877,GO:0036462,GO:0038034,GO:0040012,GO:0040017,GO:0042102,GO:0042104,GO:0042110,GO:0042127,GO:0042129,GO:0042221,GO:0042493,GO:0042592,GO:0042802,GO:0042981,GO:0042995,GO:0043005,GO:0043029,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043122,GO:0043123,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043278,GO:0043279,GO:0043280,GO:0043281,GO:0043933,GO:0044085,GO:0044093,GO:0044238,GO:0044297,GO:0044424,GO:0044425,GO:0044444,GO:0044445,GO:0044459,GO:0044464,GO:0044877,GO:0045087,GO:0045088,GO:0045089,GO:0045121,GO:0045321,GO:0045595,GO:0045597,GO:0045637,GO:0045639,GO:0045649,GO:0045651,GO:0045785,GO:0045862,GO:0045893,GO:0045935,GO:0045944,GO:0046006,GO:0046649,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048535,GO:0048536,GO:0048538,GO:0048583,GO:0048584,GO:0048585,GO:0048731,GO:0048732,GO:0048738,GO:0048856,GO:0048869,GO:0048872,GO:0050670,GO:0050671,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051094,GO:0051171,GO:0051173,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051249,GO:0051251,GO:0051252,GO:0051254,GO:0051270,GO:0051272,GO:0051336,GO:0051345,GO:0051402,GO:0051604,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0052547,GO:0052548,GO:0060255,GO:0060338,GO:0060340,GO:0060359,GO:0060537,GO:0060544,GO:0060546,GO:0060547,GO:0060548,GO:0060759,GO:0060760,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070228,GO:0070229,GO:0070232,GO:0070233,GO:0070235,GO:0070236,GO:0070265,GO:0070266,GO:0070663,GO:0070665,GO:0070997,GO:0071214,GO:0071260,GO:0071496,GO:0071550,GO:0071704,GO:0071840,GO:0071944,GO:0072347,GO:0072359,GO:0080090,GO:0080134,GO:0089720,GO:0097049,GO:0097190,GO:0097191,GO:0097192,GO:0097202,GO:0097300,GO:0097342,GO:0097458,GO:0097527,GO:0098542,GO:0098589,GO:0098796,GO:0098797,GO:0098805,GO:0098857,GO:0104004,GO:0120025,GO:1901564,GO:1901698,GO:1902041,GO:1902042,GO:1902043,GO:1902105,GO:1902107,GO:1902494,GO:1902531,GO:1902533,GO:1902680,GO:1903037,GO:1903039,GO:1903506,GO:1903508,GO:1903555,GO:1903557,GO:1903706,GO:1903708,GO:2000026,GO:2000106,GO:2000107,GO:2000112,GO:2000116,GO:2000145,GO:2000147,GO:2000401,GO:2000403,GO:2000404,GO:2000406,GO:2000407,GO:2000409,GO:2000449,GO:2000451,GO:2000452,GO:2000454,GO:2001056,GO:2001141,GO:2001233,GO:2001234,GO:2001235,GO:2001236,GO:2001237,GO:2001238
LOC111343700	GO:0001817,GO:0001819,GO:0002218,GO:0002230,GO:0002252,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002831,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0006974,GO:0007154,GO:0007267,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009187,GO:0009190,GO:0009605,GO:0009607,GO:0009615,GO:0009987,GO:0010033,GO:0014070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019637,GO:0023052,GO:0031347,GO:0031349,GO:0032101,GO:0032479,GO:0032481,GO:0033554,GO:0034641,GO:0034654,GO:0038001,GO:0042221,GO:0042592,GO:0043207,GO:0043330,GO:0043331,GO:0043900,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045089,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048878,GO:0050688,GO:0050691,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055086,GO:0061501,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071359,GO:0071360,GO:0071407,GO:0071704,GO:0080134,GO:0080135,GO:0090342,GO:0090343,GO:0090407,GO:0097159,GO:0098542,GO:0098771,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901698,GO:1901699,GO:2000772,GO:2000774
LOC111343702	GO:0004843,GO:0016579
LOC111343703	GO:0008484
LOC111343704	GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005884,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006955,GO:0008092,GO:0008150,GO:0009605,GO:0009607,GO:0009620,GO:0009987,GO:0012505,GO:0016192,GO:0019899,GO:0030141,GO:0030427,GO:0030833,GO:0030864,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034774,GO:0036230,GO:0042119,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043233,GO:0043299,GO:0043312,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0050832,GO:0050896,GO:0051015,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0060205,GO:0070013,GO:0097708,GO:0098542,GO:0099503,GO:0101002,GO:1904813
LOC111343706	GO:0005201,GO:0005615,GO:0070492
LOC111343707	GO:0000166,GO:0000323,GO:0000902,GO:0000904,GO:0001654,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003938,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006887,GO:0006928,GO:0006935,GO:0006950,GO:0006955,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007623,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009266,GO:0009409,GO:0009605,GO:0009628,GO:0009653,GO:0009987,GO:0010033,GO:0012505,GO:0016043,GO:0016192,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0022008,GO:0022607,GO:0030030,GO:0030141,GO:0030154,GO:0030182,GO:0031175,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032502,GO:0032940,GO:0032943,GO:0032989,GO:0032990,GO:0034097,GO:0034404,GO:0034641,GO:0034654,GO:0034774,GO:0035578,GO:0036094,GO:0036230,GO:0040011,GO:0042119,GO:0042221,GO:0042278,GO:0042330,GO:0042451,GO:0042455,GO:0042582,GO:0043010,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043473,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0046649,GO:0046651,GO:0046903,GO:0048066,GO:0048468,GO:0048511,GO:0048513,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055086,GO:0055114,GO:0060041,GO:0060205,GO:0061564,GO:0065003,GO:0070013,GO:0070661,GO:0070670,GO:0070887,GO:0071310,GO:0071345,GO:0071353,GO:0071704,GO:0071840,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097485,GO:0097708,GO:0099503,GO:0101002,GO:0120036,GO:0120039,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659,GO:1904813
LOC111343708	
LOC111343711	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005814,GO:0005815,GO:0005829,GO:0005856,GO:0005868,GO:0005875,GO:0005929,GO:0005930,GO:0006810,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0010970,GO:0015630,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0030286,GO:0030705,GO:0031503,GO:0032838,GO:0032991,GO:0035735,GO:0036064,GO:0042073,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044450,GO:0044463,GO:0044464,GO:0044782,GO:0045503,GO:0045504,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060271,GO:0070925,GO:0071840,GO:0097014,GO:0097542,GO:0099111,GO:0099568,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:1902494
LOC111343712	
LOC111343713	GO:0008484
LOC111343714	GO:0000070,GO:0000151,GO:0000152,GO:0000209,GO:0000278,GO:0000280,GO:0000819,GO:0003002,GO:0003674,GO:0003824,GO:0004842,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005680,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007080,GO:0007088,GO:0007091,GO:0007096,GO:0007113,GO:0007275,GO:0007346,GO:0007389,GO:0008150,GO:0008152,GO:0008356,GO:0009056,GO:0009057,GO:0009798,GO:0009896,GO:0009948,GO:0009949,GO:0009952,GO:0009987,GO:0010498,GO:0010564,GO:0010638,GO:0010965,GO:0016043,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0022402,GO:0022603,GO:0030071,GO:0030163,GO:0031145,GO:0031331,GO:0031461,GO:0031974,GO:0031981,GO:0032270,GO:0032436,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0036211,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044770,GO:0044772,GO:0044784,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045931,GO:0048285,GO:0048518,GO:0048522,GO:0048856,GO:0050000,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051239,GO:0051247,GO:0051276,GO:0051301,GO:0051303,GO:0051310,GO:0051603,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0061630,GO:0061659,GO:0062033,GO:0065001,GO:0065007,GO:0070013,GO:0070647,GO:0070979,GO:0071704,GO:0071840,GO:0090068,GO:0090175,GO:0098813,GO:0140014,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1903047,GO:1903052,GO:1903364,GO:1905330,GO:1905818,GO:1905820,GO:1990234,GO:2000026,GO:2000027,GO:2001252
LOC111343716	GO:0000003,GO:0000079,GO:0000082,GO:0000086,GO:0000212,GO:0000226,GO:0000278,GO:0000280,GO:0000922,GO:0001556,GO:0001932,GO:0001934,GO:0002009,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005813,GO:0005815,GO:0005819,GO:0005829,GO:0005856,GO:0006464,GO:0006468,GO:0006470,GO:0006508,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007030,GO:0007049,GO:0007051,GO:0007098,GO:0007099,GO:0007127,GO:0007143,GO:0007144,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0007369,GO:0007399,GO:0007422,GO:0007424,GO:0007444,GO:0007488,GO:0007498,GO:0007552,GO:0007560,GO:0008138,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008361,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009653,GO:0009790,GO:0009791,GO:0009794,GO:0009886,GO:0009887,GO:0009888,GO:0009893,GO:0009987,GO:0009994,GO:0010256,GO:0010562,GO:0010564,GO:0010604,GO:0010971,GO:0015630,GO:0016043,GO:0016310,GO:0016311,GO:0016579,GO:0016787,GO:0016788,GO:0016791,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021700,GO:0022402,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0031023,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032268,GO:0032270,GO:0032465,GO:0032467,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0033674,GO:0034644,GO:0035239,GO:0035295,GO:0035335,GO:0036211,GO:0040019,GO:0042127,GO:0042325,GO:0042327,GO:0042578,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043549,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044839,GO:0044843,GO:0045786,GO:0045787,GO:0045792,GO:0045859,GO:0045860,GO:0045930,GO:0045931,GO:0045937,GO:0045977,GO:0045995,GO:0048285,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048598,GO:0048599,GO:0048609,GO:0048707,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051087,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051298,GO:0051302,GO:0051321,GO:0051338,GO:0051347,GO:0051704,GO:0051716,GO:0051726,GO:0051781,GO:0060255,GO:0060305,GO:0060429,GO:0060541,GO:0060562,GO:0061982,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070646,GO:0070647,GO:0070925,GO:0071214,GO:0071478,GO:0071482,GO:0071695,GO:0071704,GO:0071840,GO:0071900,GO:0080090,GO:0090066,GO:0090068,GO:0098534,GO:0104004,GO:0110032,GO:0140013,GO:0140096,GO:1901564,GO:1902751,GO:1903046,GO:1903047,GO:1904029,GO:2000026
LOC111343717	GO:0000302,GO:0000902,GO:0000904,GO:0001654,GO:0001750,GO:0001936,GO:0001937,GO:0003008,GO:0003013,GO:0003018,GO:0003407,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004888,GO:0005001,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005911,GO:0005912,GO:0005913,GO:0005929,GO:0006355,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0006950,GO:0006979,GO:0007044,GO:0007045,GO:0007154,GO:0007155,GO:0007156,GO:0007160,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007178,GO:0007179,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0008013,GO:0008015,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008285,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009887,GO:0009889,GO:0009890,GO:0009892,GO:0009986,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010594,GO:0010596,GO:0010605,GO:0010629,GO:0010632,GO:0010633,GO:0010837,GO:0010839,GO:0010842,GO:0016020,GO:0016021,GO:0016043,GO:0016311,GO:0016477,GO:0016525,GO:0016787,GO:0016788,GO:0016790,GO:0016791,GO:0019198,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022603,GO:0022607,GO:0022610,GO:0023052,GO:0030027,GO:0030030,GO:0030054,GO:0030154,GO:0030182,GO:0030334,GO:0030336,GO:0030424,GO:0030425,GO:0031175,GO:0031224,GO:0031226,GO:0031252,GO:0031256,GO:0031290,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031589,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0032990,GO:0033036,GO:0033554,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0034394,GO:0034599,GO:0034613,GO:0034614,GO:0034644,GO:0035150,GO:0035296,GO:0035335,GO:0036211,GO:0036477,GO:0038023,GO:0040011,GO:0040012,GO:0040013,GO:0042127,GO:0042221,GO:0042330,GO:0042493,GO:0042578,GO:0042802,GO:0042805,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044441,GO:0044444,GO:0044459,GO:0044463,GO:0044464,GO:0045216,GO:0045294,GO:0045295,GO:0045296,GO:0045765,GO:0045786,GO:0045892,GO:0045934,GO:0048041,GO:0048468,GO:0048471,GO:0048513,GO:0048519,GO:0048523,GO:0048592,GO:0048593,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050678,GO:0050680,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050880,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051179,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051270,GO:0051271,GO:0051393,GO:0051641,GO:0051674,GO:0051716,GO:0051726,GO:0060041,GO:0060042,GO:0060089,GO:0060255,GO:0061564,GO:0065007,GO:0065008,GO:0070097,GO:0070161,GO:0070727,GO:0070848,GO:0070887,GO:0071214,GO:0071310,GO:0071363,GO:0071478,GO:0071482,GO:0071495,GO:0071559,GO:0071560,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090066,GO:0090596,GO:0097447,GO:0097458,GO:0097485,GO:0097730,GO:0097731,GO:0097733,GO:0097746,GO:0097755,GO:0098609,GO:0098742,GO:0104004,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:0140096,GO:1901342,GO:1901343,GO:1901564,GO:1901700,GO:1901701,GO:1902679,GO:1903506,GO:1903507,GO:2000026,GO:2000112,GO:2000113,GO:2000145,GO:2000146,GO:2000181,GO:2001141
LOC111343718	
LOC111343719	GO:0005515
LOC111343720	GO:0000902,GO:0000904,GO:0005515,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0010720,GO:0010975,GO:0010976,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031344,GO:0031346,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048666,GO:0048667,GO:0048679,GO:0048680,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051960,GO:0051962,GO:0060284,GO:0061564,GO:0065007,GO:0070570,GO:0070572,GO:0071840,GO:0080134,GO:0080135,GO:0097485,GO:0120035,GO:0120036,GO:0120039,GO:1903034,GO:1903036,GO:2000026
LOC111343721	GO:0000902,GO:0000904,GO:0005515,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009987,GO:0010720,GO:0010975,GO:0010976,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031344,GO:0031346,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048666,GO:0048667,GO:0048679,GO:0048680,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051960,GO:0051962,GO:0060284,GO:0061564,GO:0065007,GO:0070570,GO:0070572,GO:0071840,GO:0080134,GO:0080135,GO:0097485,GO:0120035,GO:0120036,GO:0120039,GO:1903034,GO:1903036,GO:2000026
LOC111343722	
LOC111343724	
LOC111343725	GO:0000724,GO:0005634,GO:0005694,GO:0005737,GO:0006268,GO:0006281,GO:0006310,GO:0009378,GO:0032508,GO:0043138
