NCBI GeneID	Symbol	Description	Gene Type	Annotation Genomic Range Accession 	SwissProt Accessions
111320180	LOC111320180	uncharacterized LOC111320180	PROTEIN_CODING	NW_019221136.1	
111320181	LOC111320181	uncharacterized LOC111320181	PROTEIN_CODING	NW_019221139.1	
111320184	LOC111320184	coupling protein TraD-like	PROTEIN_CODING	NW_019221143.1	
111320187	LOC111320187	dnaJ homolog subfamily C member 10-like	PROTEIN_CODING	NW_019221149.1	
111320188	LOC111320188	UDP-2,3-diacylglucosamine pyrophosphatase LpxI-like	PROTEIN_CODING	NW_019221152.1	
111320190	LOC111320190	uncharacterized LOC111320190	PSEUDO	NW_019221155.1	
111320192	LOC111320192	uncharacterized LOC111320192	ncRNA	NW_019221160.1	
111320195	LOC111320195	uncharacterized LOC111320195	PROTEIN_CODING	NW_019221172.1	
111320196	LOC111320196	uncharacterized LOC111320196	ncRNA	NW_019221172.1	
111320197	LOC111320197	uncharacterized LOC111320197	ncRNA	NW_019221178.1	
111320199	LOC111320199	uncharacterized LOC111320199	PSEUDO	NW_019221184.1	
111320207	LOC111320207	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like	PROTEIN_CODING	NW_019221198.1	
111320208	Trnah-gug	transfer RNA histidin (anticodon GUG)	tRNA	NW_019221203.1	
111320209	Trnav-gac	transfer RNA valine (anticodon GAC)	tRNA	NW_019221203.1	
111320210	LOC111320210	uncharacterized LOC111320210	ncRNA	NW_019221207.1	
111320220	LOC111320220	uncharacterized LOC111320220	ncRNA	NW_019221236.1	
111320221	LOC111320221	leukocyte tyrosine kinase receptor-like	PROTEIN_CODING	NW_019221247.1	
111320224	LOC111320224	RNA polymerase-binding transcription factor DksA-like	PROTEIN_CODING	NW_019221261.1	
111320232	LOC111320232	uncharacterized LOC111320232	PROTEIN_CODING	NW_019221284.1	
111320236	LOC111320236	uncharacterized LOC111320236	ncRNA	NW_019221306.1	
111320238	LOC111320238	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial pseudogene	PSEUDO	NW_019221309.1	
111320240	LOC111320240	sporulation initiation inhibitor protein Soj-like	PROTEIN_CODING	NW_019221322.1	
111320244	LOC111320244	uncharacterized LOC111320244	ncRNA	NW_019221330.1	
111320249	LOC111320249	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	PROTEIN_CODING	NW_019221338.1	
111320250	LOC111320250	putative type VI secretion system protein VgrGA	PROTEIN_CODING	NW_019221340.1	
111320251	Trnar-ccg	transfer RNA arginine (anticodon CCG)	tRNA	NW_019221340.1	
111320252	LOC111320252	uncharacterized LOC111320252	PROTEIN_CODING	NW_019221341.1	
111320253	LOC111320253	uncharacterized LOC111320253	ncRNA	NW_019221342.1	
111320265	LOC111320265	uncharacterized LOC111320265	PROTEIN_CODING	NW_019221392.1	
111320266	LOC111320266	type-4 uracil-DNA glycosylase-like	PROTEIN_CODING	NW_019221394.1	
111320272	Trnad-guc	transfer RNA aspartic acid (anticodon GUC)	tRNA	NW_019221423.1	
111320281	LOC111320281	uncharacterized LOC111320281	ncRNA	NW_019221444.1	
111320284	LOC111320284	nucleolar GTP-binding protein 1-like	PROTEIN_CODING	NW_019221468.1	
111320286	LOC111320286	muscle M-line assembly protein unc-89-like	PROTEIN_CODING	NW_019221470.1	
111320288	Trnat-ugu	transfer RNA threonine (anticodon UGU)	tRNA	NW_019221472.1	
111320291	LOC111320291	torsin-1A-interacting protein 2-like	PSEUDO	NW_019221498.1	
111320296	LOC111320296	trichohyalin-like	PROTEIN_CODING	NW_019221507.1	
111320297	LOC111320297	collagen alpha-1(XII) chain-like	PROTEIN_CODING	NW_019221514.1	
111320298	LOC111320298	histamine N-methyltransferase A-like	PROTEIN_CODING	NW_019221519.1	
111320299	LOC111320299	solute carrier family 15 member 3-like	PROTEIN_CODING	NW_019221526.1	
111320300	LOC111320300	putative uncharacterized protein YkfC	PROTEIN_CODING	NW_019221527.1	
111320311	LOC111320311	uncharacterized LOC111320311	PROTEIN_CODING	NW_019221572.1	
111320312	LOC111320312	G-protein-signaling modulator 2 pseudogene	PSEUDO	NW_019221578.1	
111320321	LOC111320321	programmed cell death protein 2 pseudogene	PSEUDO	NW_019221686.1	
111320324	LOC111320324	uncharacterized LOC111320324	ncRNA	NW_019221688.1	
111320325	LOC111320325	UPF0145 protein HCH_01985-like	PROTEIN_CODING	NW_019221690.1	
111320326	LOC111320326	uncharacterized signaling protein PA1727-like	PROTEIN_CODING	NW_019221694.1	
111320332	LOC111320332	uncharacterized LOC111320332	PROTEIN_CODING	NW_019217784.1	
111320334	LOC111320334	uncharacterized LOC111320334	PROTEIN_CODING	NW_019221725.1	
111320335	LOC111320335	uncharacterized LOC111320335	ncRNA	NW_019221726.1	
111320349	LOC111320349	uncharacterized LOC111320349	ncRNA	NW_019221793.1	
111320350	Trnas-gcu	transfer RNA serine (anticodon GCU)	tRNA	NW_019221804.1	
111320351	LOC111320351	centromere protein F-like	PROTEIN_CODING	NW_019221805.1	
111320358	LOC111320358	uncharacterized LOC111320358	PSEUDO	NW_019221833.1	
111320359	LOC111320359	uncharacterized LOC111320359	ncRNA	NW_019221839.1	
111320360	Trnam-cau	transfer RNA methionine (anticodon CAU)	tRNA	NW_019221841.1	
111320363	LOC111320363	uncharacterized LOC111320363	PSEUDO	NW_019221859.1	
111320365	LOC111320365	zinc finger MYM-type protein 3-like	PSEUDO	NW_019221871.1	
111320366	LOC111320366	uncharacterized LOC111320366	ncRNA	NW_019221889.1	
111320367	LOC111320367	uncharacterized LOC111320367	PROTEIN_CODING	NW_019221891.1	
111320370	LOC111320370	uncharacterized LOC111320370	ncRNA	NW_019221906.1	
111320373	LOC111320373	uncharacterized LOC111320373	ncRNA	NW_019221920.1	
111320374	LOC111320374	uncharacterized LOC111320374	PROTEIN_CODING	NW_019221936.1	
111320378	LOC111320378	uncharacterized LOC111320378	PROTEIN_CODING	NW_019221949.1	
111320379	LOC111320379	uncharacterized LOC111320379	PROTEIN_CODING	NW_019221950.1	
111320380	LOC111320380	uncharacterized LOC111320380	PROTEIN_CODING	NW_019221951.1	
111320383	LOC111320383	uncharacterized LOC111320383	ncRNA	NW_019222008.1	
111320384	LOC111320384	uncharacterized LOC111320384	ncRNA	NW_019222010.1	
111320385	LOC111320385	2-(acetamidomethylene)succinate hydrolase-like	PROTEIN_CODING	NW_019222016.1	
111320391	LOC111320391	uncharacterized LOC111320391	PROTEIN_CODING	NW_019222077.1	
111320392	LOC111320392	uncharacterized LOC111320392	PROTEIN_CODING	NW_019222077.1	
111320397	LOC111320397	uncharacterized LOC111320397	ncRNA	NW_019222111.1	
111320398	LOC111320398	uncharacterized LOC111320398	ncRNA	NW_019222116.1	
111320406	LOC111320406	uncharacterized LOC111320406	PROTEIN_CODING	NW_019222149.1	
111320408	LOC111320408	zinc finger protein 862-like	PROTEIN_CODING	NW_019222162.1	
111320411	LOC111320411	disrupted in renal carcinoma protein 2 homolog	PSEUDO	NW_019217803.1	
111320415	LOC111320415	collectin-12-like	PROTEIN_CODING	NW_019222206.1	
111320416	LOC111320416	PE-PGRS family protein PE_PGRS16-like	PROTEIN_CODING	NW_019222209.1	
111320417	LOC111320417	uncharacterized LOC111320417	PROTEIN_CODING	NW_019222236.1	
111320418	LOC111320418	high mobility group nucleosome-binding domain-containing protein 5-like	PROTEIN_CODING	NW_019222237.1	
111320420	LOC111320420	uncharacterized LOC111320420	PROTEIN_CODING	NW_019222244.1	
111320425	LOC111320425	piggyBac transposable element-derived protein 4-like	PROTEIN_CODING	NW_019222276.1	
111320428	LOC111320428	uncharacterized LOC111320428	PROTEIN_CODING	NW_019222283.1	
111320430	LOC111320430	uncharacterized LOC111320430	ncRNA	NW_019222304.1	
111320431	LOC111320431	G-protein-signaling modulator 2 pseudogene	PSEUDO	NW_019222306.1	
111320432	LOC111320432	uncharacterized LOC111320432	ncRNA	NW_019217803.1	
111320434	LOC111320434	complement C1q and tumor necrosis factor-related protein 9B-like	PROTEIN_CODING	NW_019222318.1	
111320437	LOC111320437	uncharacterized LOC111320437	PROTEIN_CODING	NW_019222352.1	
111320442	LOC111320442	uncharacterized LOC111320442	PROTEIN_CODING	NW_019222370.1	
111320446	LOC111320446	uncharacterized LOC111320446	PSEUDO	NW_019222420.1	
111320448	LOC111320448	uncharacterized LOC111320448	ncRNA	NW_019222431.1	
111320451	LOC111320451	uncharacterized LOC111320451	PROTEIN_CODING	NW_019222446.1	
111320454	LOC111320454	uncharacterized LOC111320454	ncRNA	NW_019222484.1	
111320458	LOC111320458	uncharacterized LOC111320458	ncRNA	NW_019222518.1	
111320461	LOC111320461	uncharacterized LOC111320461	ncRNA	NW_019222606.1	
111320462	LOC111320462	uncharacterized LOC111320462	PROTEIN_CODING	NW_019222611.1	
111320468	Trnag-gcc	transfer RNA glycine (anticodon GCC)	tRNA	NW_019222654.1	
111320471	LOC111320471	endolytic murein transglycosylase-like	PROTEIN_CODING	NW_019222664.1	
111320472	LOC111320472	uncharacterized LOC111320472	PROTEIN_CODING	NW_019222665.1	
111320474	LOC111320474	uncharacterized LOC111320474	ncRNA	NW_019222685.1	
111320478	LOC111320478	uncharacterized signaling protein CC_0091-like	PROTEIN_CODING	NW_019222697.1	
111320484	LOC111320484	uncharacterized LOC111320484	PROTEIN_CODING	NW_019222805.1	
111320486	LOC111320486	THAP domain-containing protein 1-like	PSEUDO	NW_019222817.1	
111320488	LOC111320488	nuclear pore complex protein DDB_G0274915-like	PROTEIN_CODING	NW_019222847.1	
111320491	LOC111320491	protein ZGRF1-like	PROTEIN_CODING	NW_019222854.1	
111320492	LOC111320492	uncharacterized protein YMR178W-like	PROTEIN_CODING	NW_019222881.1	
111320497	LOC111320497	vicilin-like seed storage protein At2g18540	PROTEIN_CODING	NW_019222929.1	
111320503	LOC111320503	DTW domain-containing protein 2-like	PROTEIN_CODING	NW_019217784.1	
111320504	LOC111320504	coiled-coil domain-containing protein 166-like	PROTEIN_CODING	NW_019217803.1	
111320505	LOC111320505	uncharacterized LOC111320505	PSEUDO	NW_019223013.1	
111320506	LOC111320506	uncharacterized LOC111320506	ncRNA	NW_019223017.1	
111320507	LOC111320507	small heat shock protein IbpA-like	PROTEIN_CODING	NW_019223023.1	
111320510	LOC111320510	isobutyryl-CoA dehydrogenase, mitochondrial pseudogene	PSEUDO	NW_019223064.1	
111320514	Trnar-acg	transfer RNA arginine (anticodon ACG)	tRNA	NW_019223077.1	
111320515	LOC111320515	uncharacterized LOC111320515	PROTEIN_CODING	NW_019223090.1	
111320517	LOC111320517	uncharacterized LOC111320517	PSEUDO	NW_019223099.1	
111320518	LOC111320518	uncharacterized LOC111320518	ncRNA	NW_019223113.1	
111320519	LOC111320519	uncharacterized LOC111320519	PROTEIN_CODING	NW_019223121.1	
111320522	LOC111320522	uncharacterized LOC111320522	ncRNA	NW_019223161.1	
111320523	LOC111320523	uncharacterized LOC111320523	ncRNA	NW_019223169.1	
111320524	LOC111320524	putative nuclease HARBI1	PROTEIN_CODING	NW_019223191.1	
111320529	LOC111320529	group II intron-encoded protein LtrA-like	PROTEIN_CODING	NW_019223265.1	
111320531	LOC111320531	uncharacterized LOC111320531	PROTEIN_CODING	NW_019223306.1	
111320534	LOC111320534	uncharacterized LOC111320534	PROTEIN_CODING	NW_019223334.1	
111320535	LOC111320535	uncharacterized LOC111320535	ncRNA	NW_019217803.1	
111320536	LOC111320536	DNA damage-regulated autophagy modulator protein 2-like	PROTEIN_CODING	NW_019223339.1	
111320538	LOC111320538	uncharacterized LOC111320538	ncRNA	NW_019223380.1	
111320539	LOC111320539	uncharacterized LOC111320539	ncRNA	NW_019223404.1	
111320541	LOC111320541	dimethylaniline monooxygenase [N-oxide-forming] 5-like	PSEUDO	NW_019223428.1	
111320542	LOC111320542	uncharacterized LOC111320542	ncRNA	NW_019223430.1	
111320543	LOC111320543	uncharacterized LOC111320543	PROTEIN_CODING	NW_019223442.1	
111320553	LOC111320553	vesicular inhibitory amino acid transporter-like	PSEUDO	NW_019217803.1	
111320556	LOC111320556	junctophilin-3-like	PROTEIN_CODING	NW_019217803.1	
111320565	LOC111320565	uncharacterized LOC111320565	PROTEIN_CODING	NW_019217803.1	
111320567	LOC111320567	dimethylaniline monooxygenase [N-oxide-forming] 2-like	PSEUDO	NW_019217803.1	
111320568	LOC111320568	BAI1-associated protein 3-like	PROTEIN_CODING	NW_019217803.1	
111320569	LOC111320569	transmembrane protein 26-like	PROTEIN_CODING	NW_019217803.1	
111320570	LOC111320570	uncharacterized LOC111320570	ncRNA	NW_019217803.1	
111320571	LOC111320571	uncharacterized LOC111320571	PROTEIN_CODING	NW_019217803.1	
111320575	LOC111320575	uncharacterized LOC111320575	ncRNA	NW_019217804.1	
111320576	LOC111320576	DELTA-thalatoxin-Avl2a-like	PROTEIN_CODING	NW_019217804.1	
111320577	LOC111320577	uncharacterized LOC111320577	ncRNA	NW_019217804.1	
111320579	LOC111320579	DELTA-thalatoxin-Avl2a-like	PROTEIN_CODING	NW_019217804.1	
111320582	LOC111320582	uncharacterized LOC111320582	PROTEIN_CODING	NW_019217804.1	
111320583	LOC111320583	protein PFC0760c-like	PROTEIN_CODING	NW_019217804.1	
111320585	LOC111320585	alpha-L-fucosidase-like	PSEUDO	NW_019217804.1	
111320586	LOC111320586	uncharacterized LOC111320586	ncRNA	NW_019217804.1	
111320588	LOC111320588	zinc finger protein 862-like	PROTEIN_CODING	NW_019217804.1	
111320595	LOC111320595	keratin, type I cytoskeletal 9-like	PSEUDO	NW_019217804.1	
111320596	LOC111320596	uncharacterized LOC111320596	ncRNA	NW_019217784.1	
111320598	LOC111320598	uncharacterized protein KIAA1958-like	PROTEIN_CODING	NW_019217804.1	
111320599	LOC111320599	DELTA-alicitoxin-Pse2b-like	PSEUDO	NW_019217804.1	
111320600	LOC111320600	DELTA-alicitoxin-Pse2b-like	PSEUDO	NW_019217804.1	
111320601	LOC111320601	uncharacterized LOC111320601	ncRNA	NW_019217804.1	
111320604	LOC111320604	DELTA-alicitoxin-Pse2b-like	PROTEIN_CODING	NW_019217804.1	
111320606	LOC111320606	uncharacterized LOC111320606	PROTEIN_CODING	NW_019217804.1	
111320607	LOC111320607	uncharacterized LOC111320607	PROTEIN_CODING	NW_019217804.1	
111320608	LOC111320608	piggyBac transposable element-derived protein 4-like	PROTEIN_CODING	NW_019217804.1	
111320609	LOC111320609	uncharacterized LOC111320609	PROTEIN_CODING	NW_019217804.1	
111320610	LOC111320610	piggyBac transposable element-derived protein 4-like	PSEUDO	NW_019217804.1	
111320611	LOC111320611	collagen triple helix repeat-containing protein 1-like	PROTEIN_CODING	NW_019217784.1	
111320614	LOC111320614	uncharacterized LOC111320614	PSEUDO	NW_019217804.1	
111320615	LOC111320615	uncharacterized LOC111320615	PROTEIN_CODING	NW_019217804.1	
111320616	LOC111320616	uncharacterized LOC111320616	PSEUDO	NW_019217804.1	
111320617	LOC111320617	uncharacterized LOC111320617	PSEUDO	NW_019217804.1	
111320618	LOC111320618	uncharacterized LOC111320618	PROTEIN_CODING	NW_019217804.1	
111320619	LOC111320619	ATP-dependent helicase SGS1-like	PSEUDO	NW_019217804.1	
111320620	LOC111320620	protein ALP1-like	PROTEIN_CODING	NW_019217804.1	
111320623	LOC111320623	uncharacterized LOC111320623	PROTEIN_CODING	NW_019217804.1	
111320624	LOC111320624	uncharacterized LOC111320624	PROTEIN_CODING	NW_019217804.1	
111320625	LOC111320625	matrilin-2-like	PROTEIN_CODING	NW_019217804.1	
111320626	LOC111320626	uncharacterized LOC111320626	PSEUDO	NW_019217804.1	
111320629	LOC111320629	uncharacterized LOC111320629	PROTEIN_CODING	NW_019217804.1	
111320633	LOC111320633	uncharacterized LOC111320633	PROTEIN_CODING	NW_019217804.1	
111320635	LOC111320635	protein ALP1-like	PSEUDO	NW_019217804.1	
111320644	LOC111320644	uncharacterized LOC111320644	ncRNA	NW_019217804.1	
111320649	LOC111320649	RING finger and CHY zinc finger domain-containing protein 1 pseudogene	PSEUDO	NW_019217804.1	
111320650	LOC111320650	uncharacterized LOC111320650	PROTEIN_CODING	NW_019217804.1	
111320653	LOC111320653	golgin subfamily A member 6-like protein 22	PROTEIN_CODING	NW_019217804.1	
111320654	LOC111320654	uncharacterized LOC111320654	ncRNA	NW_019217804.1	
111320657	LOC111320657	uncharacterized LOC111320657	PROTEIN_CODING	NW_019217804.1	
111320665	LOC111320665	uncharacterized LOC111320665	PROTEIN_CODING	NW_019217804.1	
111320666	LOC111320666	uncharacterized LOC111320666	PROTEIN_CODING	NW_019217804.1	
111320671	LOC111320671	DELTA-alicitoxin-Pse2b-like	PROTEIN_CODING	NW_019217804.1	
111320674	LOC111320674	uncharacterized LOC111320674	PROTEIN_CODING	NW_019217804.1	
111320679	Trnat-agu	transfer RNA threonine (anticodon AGU)	tRNA	NW_019217784.1	
111320681	LOC111320681	uncharacterized LOC111320681	PROTEIN_CODING	NW_019217804.1	
111320686	LOC111320686	uncharacterized LOC111320686	PROTEIN_CODING	NW_019217805.1	
111320691	LOC111320691	uncharacterized LOC111320691	PROTEIN_CODING	NW_019217805.1	
111320696	LOC111320696	uncharacterized LOC111320696	ncRNA	NW_019217805.1	
111320697	LOC111320697	uncharacterized LOC111320697	ncRNA	NW_019217805.1	
111320699	LOC111320699	coiled-coil domain-containing protein 84-like	PROTEIN_CODING	NW_019217805.1	
111320706	LOC111320706	uncharacterized LOC111320706	ncRNA	NW_019217805.1	
111320709	LOC111320709	uncharacterized LOC111320709	PROTEIN_CODING	NW_019217805.1	
111320724	LOC111320724	uncharacterized LOC111320724	PROTEIN_CODING	NW_019217805.1	
111320727	LOC111320727	probable E3 ubiquitin-protein ligase RNF144A-B	PROTEIN_CODING	NW_019217805.1	
111320741	LOC111320741	uncharacterized LOC111320741	ncRNA	NW_019217805.1	
111320752	LOC111320752	uncharacterized LOC111320752	ncRNA	NW_019217805.1	
111320760	LOC111320760	uncharacterized LOC111320760	ncRNA	NW_019217805.1	
111320761	LOC111320761	uncharacterized LOC111320761	PSEUDO	NW_019217805.1	
111320762	LOC111320762	4-hydroxyphenylpyruvate dioxygenase-like	PSEUDO	NW_019217805.1	
111320763	LOC111320763	uncharacterized LOC111320763	ncRNA	NW_019217805.1	
111320764	LOC111320764	uncharacterized LOC111320764	ncRNA	NW_019217805.1	
111320775	LOC111320775	coiled-coil domain-containing protein 84-like	PROTEIN_CODING	NW_019217805.1	
111320780	LOC111320780	macrophage receptor MARCO-like	PROTEIN_CODING	NW_019217805.1	
111320782	LOC111320782	uncharacterized LOC111320782	PROTEIN_CODING	NW_019217805.1	
111320786	LOC111320786	uncharacterized LOC111320786	PSEUDO	NW_019217805.1	
111320789	LOC111320789	uncharacterized LOC111320789	PROTEIN_CODING	NW_019217805.1	
111320791	LOC111320791	myosin heavy chain, non-muscle-like	PROTEIN_CODING	NW_019217805.1	
111320795	LOC111320795	uncharacterized LOC111320795	PROTEIN_CODING	NW_019217805.1	
111320797	Trnar-ccu	transfer RNA arginine (anticodon CCU)	tRNA	NW_019217805.1	
111320798	Trnak-cuu	transfer RNA lysine (anticodon CUU)	tRNA	NW_019217805.1	
111320799	LOC111320799	uncharacterized LOC111320799	PROTEIN_CODING	NW_019217806.1	
111320801	LOC111320801	uncharacterized LOC111320801	PROTEIN_CODING	NW_019217806.1	
111320803	LOC111320803	uncharacterized LOC111320803	PSEUDO	NW_019217785.1	
111320805	LOC111320805	uncharacterized LOC111320805	PROTEIN_CODING	NW_019217806.1	
111320808	LOC111320808	protein ALP1-like	PROTEIN_CODING	NW_019217806.1	
111320809	LOC111320809	uncharacterized LOC111320809	PROTEIN_CODING	NW_019217806.1	
111320813	LOC111320813	putative beta-lactamase-like 1	PROTEIN_CODING	NW_019217806.1	
111320816	LOC111320816	collagen alpha-1(I) chain-like	PROTEIN_CODING	NW_019217806.1	
111320818	LOC111320818	collagen alpha-2(I) chain-like	PROTEIN_CODING	NW_019217806.1	
111320828	LOC111320828	uncharacterized LOC111320828	ncRNA	NW_019217806.1	
111320837	LOC111320837	protein Mdm4-like	PROTEIN_CODING	NW_019217806.1	
111320838	LOC111320838	uncharacterized LOC111320838	ncRNA	NW_019217806.1	
111320840	LOC111320840	uncharacterized LOC111320840	ncRNA	NW_019217806.1	
111320844	LOC111320844	uncharacterized LOC111320844	PROTEIN_CODING	NW_019217806.1	
111320846	LOC111320846	collagen alpha-4(VI) chain-like	PROTEIN_CODING	NW_019217806.1	
111320850	LOC111320850	uncharacterized LOC111320850	PROTEIN_CODING	NW_019217806.1	
111320851	LOC111320851	uncharacterized LOC111320851	PROTEIN_CODING	NW_019217806.1	
111320855	LOC111320855	uncharacterized LOC111320855	ncRNA	NW_019217806.1	
111320867	LOC111320867	beta-1,4-N-acetylgalactosaminyltransferase 3-like	PROTEIN_CODING	NW_019217806.1	
111320875	LOC111320875	PTB domain-containing engulfment adapter protein 1-like	PROTEIN_CODING	NW_019217806.1	
111320884	LOC111320884	uncharacterized LOC111320884	ncRNA	NW_019217806.1	
111320886	LOC111320886	uncharacterized LOC111320886	ncRNA	NW_019217806.1	
111320891	Trnaa-agc	transfer RNA alanine (anticodon AGC)	tRNA	NW_019217806.1	
111320892	Trnat-cgu	transfer RNA threonine (anticodon CGU)	tRNA	NW_019217806.1	
111320893	LOC111320893	uncharacterized LOC111320893	PROTEIN_CODING	NW_019217807.1	
111320894	LOC111320894	uncharacterized LOC111320894	ncRNA	NW_019217807.1	
111320896	LOC111320896	uncharacterized LOC111320896	PROTEIN_CODING	NW_019217807.1	
111320898	LOC111320898	uncharacterized LOC111320898	ncRNA	NW_019217807.1	
111320900	LOC111320900	uncharacterized LOC111320900	PROTEIN_CODING	NW_019217807.1	
111320902	LOC111320902	DNA helicase INO80-like	PROTEIN_CODING	NW_019217807.1	
111320903	LOC111320903	piggyBac transposable element-derived protein 4-like	PSEUDO	NW_019217807.1	
111320904	LOC111320904	uncharacterized LOC111320904	PROTEIN_CODING	NW_019217807.1	
111320907	LOC111320907	scavenger receptor cysteine-rich type 1 protein M130 pseudogene	PSEUDO	NW_019217807.1	
111320908	LOC111320908	uncharacterized protein K02A2.6-like	PROTEIN_CODING	NW_019217807.1	
111320909	LOC111320909	uncharacterized LOC111320909	PROTEIN_CODING	NW_019217807.1	
111320911	LOC111320911	uncharacterized LOC111320911	PROTEIN_CODING	NW_019217807.1	
111320915	LOC111320915	protein ABHD14B pseudogene	PSEUDO	NW_019217807.1	
111320916	LOC111320916	ficolin-2-like	PSEUDO	NW_019217807.1	
111320917	LOC111320917	uncharacterized LOC111320917	PSEUDO	NW_019217807.1	
111320929	LOC111320929	uncharacterized LOC111320929	ncRNA	NW_019217807.1	
111320932	LOC111320932	uncharacterized LOC111320932	PSEUDO	NW_019217785.1	
111320934	LOC111320934	uncharacterized LOC111320934	ncRNA	NW_019217807.1	
111320940	LOC111320940	uncharacterized LOC111320940	PROTEIN_CODING	NW_019217807.1	
111320945	LOC111320945	uncharacterized LOC111320945	ncRNA	NW_019217807.1	
111320947	LOC111320947	uncharacterized LOC111320947	ncRNA	NW_019217807.1	
111320948	LOC111320948	uncharacterized LOC111320948	ncRNA	NW_019217807.1	
111320958	LOC111320958	uncharacterized LOC111320958	ncRNA	NW_019217807.1	
111320959	LOC111320959	uncharacterized LOC111320959	ncRNA	NW_019217807.1	
111320961	LOC111320961	uncharacterized LOC111320961	PSEUDO	NW_019217785.1	
111320970	LOC111320970	uncharacterized LOC111320970	PROTEIN_CODING	NW_019217785.1	
111320971	LOC111320971	uncharacterized LOC111320971	PROTEIN_CODING	NW_019217807.1	
111320974	LOC111320974	uncharacterized LOC111320974	ncRNA	NW_019217807.1	
111320975	LOC111320975	uncharacterized LOC111320975	PROTEIN_CODING	NW_019217807.1	
111320977	LOC111320977	uncharacterized LOC111320977	PROTEIN_CODING	NW_019217807.1	
111320978	LOC111320978	uncharacterized LOC111320978	PROTEIN_CODING	NW_019217807.1	
111320988	LOC111320988	uncharacterized LOC111320988	PSEUDO	NW_019217785.1	
111320990	LOC111320990	uncharacterized LOC111320990	PSEUDO	NW_019217807.1	
111320992	LOC111320992	clumping factor B-like	PROTEIN_CODING	NW_019217807.1	
111320995	LOC111320995	uncharacterized LOC111320995	PROTEIN_CODING	NW_019217785.1	
111320996	LOC111320996	uncharacterized LOC111320996	ncRNA	NW_019217807.1	
111320997	Trnam-cau	transfer RNA methionine (anticodon CAU)	tRNA	NW_019217807.1	
111320998	Trnat-agu	transfer RNA threonine (anticodon AGU)	tRNA	NW_019217807.1	
111321010	LOC111321010	uncharacterized LOC111321010	ncRNA	NW_019217808.1	
111321012	LOC111321012	1-acylglycerol-3-phosphate O-acyltransferase ABHD5-like	PROTEIN_CODING	NW_019217808.1	
111321023	LOC111321023	UDP-glucuronic acid decarboxylase 1-like	PROTEIN_CODING	NW_019217808.1	
111321025	LOC111321025	uncharacterized LOC111321025	PROTEIN_CODING	NW_019217808.1	
111321026	LOC111321026	uncharacterized LOC111321026	PROTEIN_CODING	NW_019217785.1	
111321028	LOC111321028	uncharacterized LOC111321028	PROTEIN_CODING	NW_019217808.1	
111321029	LOC111321029	uncharacterized LOC111321029	PSEUDO	NW_019217785.1	
111321030	LOC111321030	uncharacterized LOC111321030	PROTEIN_CODING	NW_019217808.1	
111321032	LOC111321032	uncharacterized LOC111321032	ncRNA	NW_019217808.1	
111321033	LOC111321033	uncharacterized LOC111321033	ncRNA	NW_019217808.1	
111321034	LOC111321034	uncharacterized LOC111321034	PSEUDO	NW_019217785.1	
111321035	LOC111321035	uncharacterized LOC111321035	ncRNA	NW_019217808.1	
111321042	LOC111321042	uncharacterized protein C1orf112 homolog	PROTEIN_CODING	NW_019217785.1	
111321044	LOC111321044	E3 ubiquitin-protein ligase znrf2-like	PROTEIN_CODING	NW_019217808.1	
111321046	LOC111321046	protein C19orf12 homolog	PROTEIN_CODING	NW_019217808.1	
111321057	LOC111321057	uncharacterized LOC111321057	ncRNA	NW_019217808.1	
111321059	LOC111321059	C-factor-like	PROTEIN_CODING	NW_019217808.1	
111321060	LOC111321060	thyroxine 5-deiodinase-like	PSEUDO	NW_019217808.1	
111321061	LOC111321061	regulation of nuclear pre-mRNA domain-containing protein 1B-like	PROTEIN_CODING	NW_019217808.1	
111321066	LOC111321066	uncharacterized LOC111321066	PROTEIN_CODING	NW_019217808.1	
111321067	LOC111321067	arylsulfatase B-like	PSEUDO	NW_019217785.1	
111321078	LOC111321078	intracellular protein transport protein USO1-like	PSEUDO	NW_019217808.1	
111321080	LOC111321080	peroxidasin homolog	PROTEIN_CODING	NW_019217808.1	
111321086	LOC111321086	uncharacterized LOC111321086	PSEUDO	NW_019217785.1	
111321090	LOC111321090	retinoschisin-like	PROTEIN_CODING	NW_019217808.1	
111321093	LOC111321093	protein C19orf12-like	PROTEIN_CODING	NW_019217808.1	
111321099	LOC111321099	uncharacterized LOC111321099	PROTEIN_CODING	NW_019217808.1	
111321105	LOC111321105	uncharacterized protein K02A2.6-like	PROTEIN_CODING	NW_019217785.1	
111321107	LOC111321107	uncharacterized LOC111321107	PROTEIN_CODING	NW_019217808.1	
111321110	LOC111321110	uncharacterized LOC111321110	PROTEIN_CODING	NW_019217808.1	
111321111	LOC111321111	uncharacterized LOC111321111	PSEUDO	NW_019217785.1	
111321112	LOC111321112	uncharacterized LOC111321112	ncRNA	NW_019217808.1	
111321117	LOC111321117	histamine H2 receptor-like	PSEUDO	NW_019217808.1	
111321119	LOC111321119	piggyBac transposable element-derived protein 4-like	PROTEIN_CODING	NW_019217785.1	
111321122	LOC111321122	uncharacterized LOC111321122	ncRNA	NW_019217808.1	
111321128	LOC111321128	uncharacterized LOC111321128	ncRNA	NW_019217808.1	
